"","president","date","approval","disapproval","unsure","average_approval","approval_variation","term.start","days_in_office","rolling_approval"
"1","BushJr",2009-01-11,34,61,5,51.3475177304965,15.8733805756134,2001-01-20,2913,NA
"2","BushJr",2008-12-14,29,67,4,51.3475177304965,15.8733805756134,2001-01-20,2885,NA
"3","BushJr",2008-12-07,32,61,7,51.3475177304965,15.8733805756134,2001-01-20,2878,30.4
"4","BushJr",2008-11-16,29,66,5,51.3475177304965,15.8733805756134,2001-01-20,2857,28.6
"5","BushJr",2008-11-09,28,68,4,51.3475177304965,15.8733805756134,2001-01-20,2850,29
"6","BushJr",2008-11-02,25,70,5,51.3475177304965,15.8733805756134,2001-01-20,2843,27.6
"7","BushJr",2008-10-26,31,66,3,51.3475177304965,15.8733805756134,2001-01-20,2836,26.8
"8","BushJr",2008-10-12,25,71,4,51.3475177304965,15.8733805756134,2001-01-20,2822,26.6
"9","BushJr",2008-10-05,25,70,5,51.3475177304965,15.8733805756134,2001-01-20,2815,27.8
"10","BushJr",2008-09-27,27,69,4,51.3475177304965,15.8733805756134,2001-01-20,2807,28.2
"11","BushJr",2008-09-11,31,65,4,51.3475177304965,15.8733805756134,2001-01-20,2791,29
"12","BushJr",2008-09-07,33,64,3,51.3475177304965,15.8733805756134,2001-01-20,2787,30.6
"13","BushJr",2008-08-23,29,66,5,51.3475177304965,15.8733805756134,2001-01-20,2772,31.6
"14","BushJr",2008-08-10,33,61,6,51.3475177304965,15.8733805756134,2001-01-20,2759,31.6
"15","BushJr",2008-07-27,32,65,3,51.3475177304965,15.8733805756134,2001-01-20,2745,30.6
"16","BushJr",2008-07-13,31,61,8,51.3475177304965,15.8733805756134,2001-01-20,2731,30.8
"17","BushJr",2008-06-19,28,68,4,51.3475177304965,15.8733805756134,2001-01-20,2707,29.8
"18","BushJr",2008-06-12,30,64,6,51.3475177304965,15.8733805756134,2001-01-20,2700,29.2
"19","BushJr",2008-06-01,28,68,4,51.3475177304965,15.8733805756134,2001-01-20,2689,28.6
"20","BushJr",2008-05-11,29,65,6,51.3475177304965,15.8733805756134,2001-01-20,2668,28.6
"21","BushJr",2008-05-03,28,67,5,51.3475177304965,15.8733805756134,2001-01-20,2660,28.2
"22","BushJr",2008-04-20,28,69,3,51.3475177304965,15.8733805756134,2001-01-20,2647,29
"23","BushJr",2008-04-09,28,67,5,51.3475177304965,15.8733805756134,2001-01-20,2636,29.6
"24","BushJr",2008-03-16,32,64,4,51.3475177304965,15.8733805756134,2001-01-20,2612,30.4
"25","BushJr",2008-03-09,32,64,4,51.3475177304965,15.8733805756134,2001-01-20,2605,31
"26","BushJr",2008-02-24,32,62,6,51.3475177304965,15.8733805756134,2001-01-20,2591,32
"27","BushJr",2008-02-14,31,65,4,51.3475177304965,15.8733805756134,2001-01-20,2581,32.4
"28","BushJr",2008-02-10,33,61,6,51.3475177304965,15.8733805756134,2001-01-20,2577,32.8
"29","BushJr",2008-02-02,34,61,5,51.3475177304965,15.8733805756134,2001-01-20,2569,32.8
"30","BushJr",2008-01-13,34,60,6,51.3475177304965,15.8733805756134,2001-01-20,2549,33
"31","BushJr",2008-01-06,32,64,4,51.3475177304965,15.8733805756134,2001-01-20,2542,33.8
"32","BushJr",2007-12-16,32,65,3,51.3475177304965,15.8733805756134,2001-01-20,2521,33.8
"33","BushJr",2007-12-09,37,57,6,51.3475177304965,15.8733805756134,2001-01-20,2514,33.4
"34","BushJr",2007-12-02,34,62,4,51.3475177304965,15.8733805756134,2001-01-20,2507,33.2
"35","BushJr",2007-11-14,32,61,7,51.3475177304965,15.8733805756134,2001-01-20,2489,33.2
"36","BushJr",2007-11-04,31,64,5,51.3475177304965,15.8733805756134,2001-01-20,2479,32.2
"37","BushJr",2007-10-14,32,64,4,51.3475177304965,15.8733805756134,2001-01-20,2458,32.6
"38","BushJr",2007-10-07,32,64,4,51.3475177304965,15.8733805756134,2001-01-20,2451,32.8
"39","BushJr",2007-09-16,36,62,2,51.3475177304965,15.8733805756134,2001-01-20,2430,33
"40","BushJr",2007-09-08,33,62,5,51.3475177304965,15.8733805756134,2001-01-20,2422,33.4
"41","BushJr",2007-08-16,32,63,5,51.3475177304965,15.8733805756134,2001-01-20,2399,33.2
"42","BushJr",2007-08-05,34,62,4,51.3475177304965,15.8733805756134,2001-01-20,2388,31.8
"43","BushJr",2007-07-15,31,63,6,51.3475177304965,15.8733805756134,2001-01-20,2367,31.6
"44","BushJr",2007-07-08,29,66,5,51.3475177304965,15.8733805756134,2001-01-20,2360,31.6
"45","BushJr",2007-06-14,32,65,3,51.3475177304965,15.8733805756134,2001-01-20,2336,31.4
"46","BushJr",2007-06-03,32,62,6,51.3475177304965,15.8733805756134,2001-01-20,2325,32
"47","BushJr",2007-05-13,33,62,5,51.3475177304965,15.8733805756134,2001-01-20,2304,33.4
"48","BushJr",2007-05-06,34,63,3,51.3475177304965,15.8733805756134,2001-01-20,2297,34.6
"49","BushJr",2007-04-15,36,60,4,51.3475177304965,15.8733805756134,2001-01-20,2276,35
"50","BushJr",2007-04-05,38,58,4,51.3475177304965,15.8733805756134,2001-01-20,2266,35.4
"51","BushJr",2007-03-25,34,62,4,51.3475177304965,15.8733805756134,2001-01-20,2255,35.2
"52","BushJr",2007-03-14,35,61,4,51.3475177304965,15.8733805756134,2001-01-20,2244,35.4
"53","BushJr",2007-03-04,33,63,4,51.3475177304965,15.8733805756134,2001-01-20,2234,34.2
"54","BushJr",2007-02-11,37,59,4,51.3475177304965,15.8733805756134,2001-01-20,2213,34.6
"55","BushJr",2007-02-04,32,65,3,51.3475177304965,15.8733805756134,2001-01-20,2206,34.4
"56","BushJr",2007-01-18,36,61,3,51.3475177304965,15.8733805756134,2001-01-20,2189,35.2
"57","BushJr",2007-01-14,34,63,3,51.3475177304965,15.8733805756134,2001-01-20,2185,34.8
"58","BushJr",2007-01-07,37,59,4,51.3475177304965,15.8733805756134,2001-01-20,2178,36
"59","BushJr",2006-12-14,35,61,4,51.3475177304965,15.8733805756134,2001-01-20,2154,36.2
"60","BushJr",2006-12-10,38,59,3,51.3475177304965,15.8733805756134,2001-01-20,2150,37
"61","BushJr",2006-11-12,37,62,1,51.3475177304965,15.8733805756134,2001-01-20,2122,37
"62","BushJr",2006-11-05,38,56,6,51.3475177304965,15.8733805756134,2001-01-20,2115,37.4
"63","BushJr",2006-10-22,37,58,5,51.3475177304965,15.8733805756134,2001-01-20,2101,37.2
"64","BushJr",2006-10-12,37,57,6,51.3475177304965,15.8733805756134,2001-01-20,2091,38.6
"65","BushJr",2006-10-08,37,59,4,51.3475177304965,15.8733805756134,2001-01-20,2087,38.8
"66","BushJr",2006-09-17,44,51,5,51.3475177304965,15.8733805756134,2001-01-20,2066,39.8
"67","BushJr",2006-09-10,39,56,5,51.3475177304965,15.8733805756134,2001-01-20,2059,39.8
"68","BushJr",2006-08-20,42,54,4,51.3475177304965,15.8733805756134,2001-01-20,2038,40.4
"69","BushJr",2006-08-10,37,59,4,51.3475177304965,15.8733805756134,2001-01-20,2028,39
"70","BushJr",2006-07-30,40,56,4,51.3475177304965,15.8733805756134,2001-01-20,2017,39.2
"71","BushJr",2006-07-23,37,59,4,51.3475177304965,15.8733805756134,2001-01-20,2010,38.2
"72","BushJr",2006-07-09,40,55,5,51.3475177304965,15.8733805756134,2001-01-20,1996,38.4
"73","BushJr",2006-06-25,37,60,3,51.3475177304965,15.8733805756134,2001-01-20,1982,37.6
"74","BushJr",2006-06-11,38,56,6,51.3475177304965,15.8733805756134,2001-01-20,1968,36.8
"75","BushJr",2006-06-04,36,57,7,51.3475177304965,15.8733805756134,2001-01-20,1961,35
"76","BushJr",2006-05-11,33,61,6,51.3475177304965,15.8733805756134,2001-01-20,1937,34.4
"77","BushJr",2006-05-07,31,61,8,51.3475177304965,15.8733805756134,2001-01-20,1933,34
"78","BushJr",2006-04-30,34,65,1,51.3475177304965,15.8733805756134,2001-01-20,1926,34.2
"79","BushJr",2006-04-13,36,63,1,51.3475177304965,15.8733805756134,2001-01-20,1909,35
"80","BushJr",2006-04-09,37,60,3,51.3475177304965,15.8733805756134,2001-01-20,1905,36
"81","BushJr",2006-03-16,37,59,4,51.3475177304965,15.8733805756134,2001-01-20,1881,36.8
"82","BushJr",2006-03-12,36,60,4,51.3475177304965,15.8733805756134,2001-01-20,1877,37.4
"83","BushJr",2006-03-01,38,60,2,51.3475177304965,15.8733805756134,2001-01-20,1866,38.4
"84","BushJr",2006-02-12,39,56,5,51.3475177304965,15.8733805756134,2001-01-20,1849,39.6
"85","BushJr",2006-02-09,42,55,3,51.3475177304965,15.8733805756134,2001-01-20,1846,41
"86","BushJr",2006-01-22,43,54,3,51.3475177304965,15.8733805756134,2001-01-20,1828,42
"87","BushJr",2006-01-12,43,53,4,51.3475177304965,15.8733805756134,2001-01-20,1818,42.8
"88","BushJr",2006-01-08,43,54,3,51.3475177304965,15.8733805756134,2001-01-20,1814,42.6
"89","BushJr",2005-12-22,43,53,4,51.3475177304965,15.8733805756134,2001-01-20,1797,42.4
"90","BushJr",2005-12-18,41,56,3,51.3475177304965,15.8733805756134,2001-01-20,1793,42.4
"91","BushJr",2005-12-11,42,55,3,51.3475177304965,15.8733805756134,2001-01-20,1786,41.4
"92","BushJr",2005-12-08,43,52,5,51.3475177304965,15.8733805756134,2001-01-20,1783,40.2
"93","BushJr",2005-11-20,38,57,5,51.3475177304965,15.8733805756134,2001-01-20,1765,40
"94","BushJr",2005-11-13,37,60,3,51.3475177304965,15.8733805756134,2001-01-20,1758,39.8
"95","BushJr",2005-11-10,40,55,5,51.3475177304965,15.8733805756134,2001-01-20,1755,39.6
"96","BushJr",2005-10-30,41,56,3,51.3475177304965,15.8733805756134,2001-01-20,1744,39.8
"97","BushJr",2005-10-23,42,55,3,51.3475177304965,15.8733805756134,2001-01-20,1737,41.2
"98","BushJr",2005-10-16,39,58,3,51.3475177304965,15.8733805756134,2001-01-20,1730,41.2
"99","BushJr",2005-09-28,44,50,6,51.3475177304965,15.8733805756134,2001-01-20,1712,42
"100","BushJr",2005-09-18,40,58,2,51.3475177304965,15.8733805756134,2001-01-20,1702,42.8
"101","BushJr",2005-09-15,45,52,3,51.3475177304965,15.8733805756134,2001-01-20,1699,44
"102","BushJr",2005-09-11,46,51,3,51.3475177304965,15.8733805756134,2001-01-20,1695,43.2
"103","BushJr",2005-08-30,45,52,3,51.3475177304965,15.8733805756134,2001-01-20,1683,44.2
"104","BushJr",2005-08-25,40,58,2,51.3475177304965,15.8733805756134,2001-01-20,1678,44.2
"105","BushJr",2005-08-11,45,51,4,51.3475177304965,15.8733805756134,2001-01-20,1664,43.8
"106","BushJr",2005-08-07,45,51,4,51.3475177304965,15.8733805756134,2001-01-20,1660,44.6
"107","BushJr",2005-07-28,44,51,5,51.3475177304965,15.8733805756134,2001-01-20,1650,46.4
"108","BushJr",2005-07-24,49,48,3,51.3475177304965,15.8733805756134,2001-01-20,1646,46.6
"109","BushJr",2005-07-10,49,48,3,51.3475177304965,15.8733805756134,2001-01-20,1632,46.6
"110","BushJr",2005-06-30,46,51,3,51.3475177304965,15.8733805756134,2001-01-20,1622,47.2
"111","BushJr",2005-06-26,45,53,2,51.3475177304965,15.8733805756134,2001-01-20,1618,46.8
"112","BushJr",2005-06-19,47,51,2,51.3475177304965,15.8733805756134,2001-01-20,1611,46.6
"113","BushJr",2005-06-08,47,49,4,51.3475177304965,15.8733805756134,2001-01-20,1600,46.6
"114","BushJr",2005-05-26,48,47,5,51.3475177304965,15.8733805756134,2001-01-20,1587,47.6
"115","BushJr",2005-05-22,46,50,4,51.3475177304965,15.8733805756134,2001-01-20,1583,47.8
"116","BushJr",2005-05-05,50,45,5,51.3475177304965,15.8733805756134,2001-01-20,1566,48
"117","BushJr",2005-05-01,48,49,3,51.3475177304965,15.8733805756134,2001-01-20,1562,48.4
"118","BushJr",2005-04-21,48,49,3,51.3475177304965,15.8733805756134,2001-01-20,1552,48.8
"119","BushJr",2005-04-07,50,45,5,51.3475177304965,15.8733805756134,2001-01-20,1538,47.8
"120","BushJr",2005-04-02,48,48,4,51.3475177304965,15.8733805756134,2001-01-20,1533,48.6
"121","BushJr",2005-03-23,45,49,6,51.3475177304965,15.8733805756134,2001-01-20,1523,49.4
"122","BushJr",2005-03-20,52,44,4,51.3475177304965,15.8733805756134,2001-01-20,1520,49.8
"123","BushJr",2005-03-10,52,44,4,51.3475177304965,15.8733805756134,2001-01-20,1510,50.4
"124","BushJr",2005-02-27,52,45,3,51.3475177304965,15.8733805756134,2001-01-20,1499,51.2
"125","BushJr",2005-02-24,51,45,4,51.3475177304965,15.8733805756134,2001-01-20,1496,52.2
"126","BushJr",2005-02-10,49,48,3,51.3475177304965,15.8733805756134,2001-01-20,1482,52
"127","BushJr",2005-02-06,57,40,3,51.3475177304965,15.8733805756134,2001-01-20,1478,52
"128","BushJr",2005-01-16,51,46,3,51.3475177304965,15.8733805756134,2001-01-20,1457,52.2
"129","BushJr",2005-01-09,52,44,4,51.3475177304965,15.8733805756134,2001-01-20,1450,52.2
"130","BushJr",2005-01-05,52,44,4,51.3475177304965,15.8733805756134,2001-01-20,1446,51.4
"131","BushJr",2004-12-19,49,46,5,51.3475177304965,15.8733805756134,2001-01-20,1429,52.2
"132","BushJr",2004-12-08,53,44,3,51.3475177304965,15.8733805756134,2001-01-20,1418,52.4
"133","BushJr",2004-11-21,55,42,3,51.3475177304965,15.8733805756134,2001-01-20,1401,51.6
"134","BushJr",2004-11-10,53,44,3,51.3475177304965,15.8733805756134,2001-01-20,1390,52
"135","BushJr",2004-10-31,48,47,5,51.3475177304965,15.8733805756134,2001-01-20,1380,51.6
"136","BushJr",2004-10-24,51,46,3,51.3475177304965,15.8733805756134,2001-01-20,1373,50.2
"137","BushJr",2004-10-16,51,47,2,51.3475177304965,15.8733805756134,2001-01-20,1365,49
"138","BushJr",2004-10-14,48,49,3,51.3475177304965,15.8733805756134,2001-01-20,1363,49.4
"139","BushJr",2004-10-10,47,49,4,51.3475177304965,15.8733805756134,2001-01-20,1359,50
"140","BushJr",2004-10-03,50,48,2,51.3475177304965,15.8733805756134,2001-01-20,1352,50.2
"141","BushJr",2004-09-26,54,44,2,51.3475177304965,15.8733805756134,2001-01-20,1345,51
"142","BushJr",2004-09-15,52,45,3,51.3475177304965,15.8733805756134,2001-01-20,1334,51.4
"143","BushJr",2004-09-05,52,46,2,51.3475177304965,15.8733805756134,2001-01-20,1324,51.6
"144","BushJr",2004-08-25,49,47,4,51.3475177304965,15.8733805756134,2001-01-20,1313,50.4
"145","BushJr",2004-08-11,51,46,3,51.3475177304965,15.8733805756134,2001-01-20,1299,49.8
"146","BushJr",2004-08-01,48,49,3,51.3475177304965,15.8733805756134,2001-01-20,1289,48.8
"147","BushJr",2004-07-21,49,47,4,51.3475177304965,15.8733805756134,2001-01-20,1278,48.6
"148","BushJr",2004-07-11,47,49,4,51.3475177304965,15.8733805756134,2001-01-20,1268,48.2
"149","BushJr",2004-06-23,48,49,3,51.3475177304965,15.8733805756134,2001-01-20,1250,48
"150","BushJr",2004-06-06,49,49,2,51.3475177304965,15.8733805756134,2001-01-20,1233,47.4
"151","BushJr",2004-05-23,47,49,4,51.3475177304965,15.8733805756134,2001-01-20,1219,47.8
"152","BushJr",2004-05-09,46,51,3,51.3475177304965,15.8733805756134,2001-01-20,1205,48.6
"153","BushJr",2004-05-04,49,48,3,51.3475177304965,15.8733805756134,2001-01-20,1200,49.2
"154","BushJr",2004-04-18,52,45,3,51.3475177304965,15.8733805756134,2001-01-20,1184,50.4
"155","BushJr",2004-04-08,52,45,3,51.3475177304965,15.8733805756134,2001-01-20,1174,51.2
"156","BushJr",2004-03-28,53,44,3,51.3475177304965,15.8733805756134,2001-01-20,1163,51.2
"157","BushJr",2004-03-11,50,47,3,51.3475177304965,15.8733805756134,2001-01-20,1146,51
"158","BushJr",2004-03-07,49,48,3,51.3475177304965,15.8733805756134,2001-01-20,1142,50.8
"159","BushJr",2004-02-17,51,46,3,51.3475177304965,15.8733805756134,2001-01-20,1123,50.6
"160","BushJr",2004-02-12,51,46,3,51.3475177304965,15.8733805756134,2001-01-20,1118,50.4
"161","BushJr",2004-02-08,52,44,4,51.3475177304965,15.8733805756134,2001-01-20,1114,51.2
"162","BushJr",2004-02-01,49,48,3,51.3475177304965,15.8733805756134,2001-01-20,1107,52.8
"163","BushJr",2004-01-15,53,44,3,51.3475177304965,15.8733805756134,2001-01-20,1090,54.6
"164","BushJr",2004-01-11,59,38,3,51.3475177304965,15.8733805756134,2001-01-20,1086,56.8
"165","BushJr",2004-01-05,60,35,5,51.3475177304965,15.8733805756134,2001-01-20,1080,58.2
"166","BushJr",2003-12-16,63,34,3,51.3475177304965,15.8733805756134,2001-01-20,1060,58.6
"167","BushJr",2003-12-14,56,41,3,51.3475177304965,15.8733805756134,2001-01-20,1058,56.8
"168","BushJr",2003-12-07,55,43,2,51.3475177304965,15.8733805756134,2001-01-20,1051,55
"169","BushJr",2003-11-16,50,47,3,51.3475177304965,15.8733805756134,2001-01-20,1030,53.2
"170","BushJr",2003-11-12,51,45,4,51.3475177304965,15.8733805756134,2001-01-20,1026,52.6
"171","BushJr",2003-11-05,54,43,3,51.3475177304965,15.8733805756134,2001-01-20,1019,52.8
"172","BushJr",2003-10-26,53,42,5,51.3475177304965,15.8733805756134,2001-01-20,1009,53.8
"173","BushJr",2003-10-12,56,40,4,51.3475177304965,15.8733805756134,2001-01-20,995,53.6
"174","BushJr",2003-10-08,55,42,3,51.3475177304965,15.8733805756134,2001-01-20,991,53.2
"175","BushJr",2003-09-21,50,47,3,51.3475177304965,15.8733805756134,2001-01-20,974,54.4
"176","BushJr",2003-09-10,52,43,5,51.3475177304965,15.8733805756134,2001-01-20,963,55.2
"177","BushJr",2003-08-26,59,37,4,51.3475177304965,15.8733805756134,2001-01-20,948,55.8
"178","BushJr",2003-08-06,60,36,4,51.3475177304965,15.8733805756134,2001-01-20,928,57.6
"179","BushJr",2003-07-27,58,38,4,51.3475177304965,15.8733805756134,2001-01-20,918,59.6
"180","BushJr",2003-07-20,59,38,3,51.3475177304965,15.8733805756134,2001-01-20,911,60
"181","BushJr",2003-07-09,62,34,4,51.3475177304965,15.8733805756134,2001-01-20,900,60.6
"182","BushJr",2003-06-29,61,36,3,51.3475177304965,15.8733805756134,2001-01-20,890,61.4
"183","BushJr",2003-06-15,63,33,4,51.3475177304965,15.8733805756134,2001-01-20,876,62.4
"184","BushJr",2003-06-10,62,34,4,51.3475177304965,15.8733805756134,2001-01-20,871,63.2
"185","BushJr",2003-06-01,64,32,4,51.3475177304965,15.8733805756134,2001-01-20,862,64.8
"186","BushJr",2003-05-21,66,30,4,51.3475177304965,15.8733805756134,2001-01-20,851,66.2
"187","BushJr",2003-05-07,69,28,3,51.3475177304965,15.8733805756134,2001-01-20,837,68
"188","BushJr",2003-04-23,70,26,4,51.3475177304965,15.8733805756134,2001-01-20,823,69
"189","BushJr",2003-04-16,71,24,5,51.3475177304965,15.8733805756134,2001-01-20,816,69.8
"190","BushJr",2003-04-09,69,26,5,51.3475177304965,15.8733805756134,2001-01-20,809,70.2
"191","BushJr",2003-04-06,70,27,3,51.3475177304965,15.8733805756134,2001-01-20,806,70
"192","BushJr",2003-03-30,71,26,3,51.3475177304965,15.8733805756134,2001-01-20,799,70
"193","BushJr",2003-03-25,69,27,4,51.3475177304965,15.8733805756134,2001-01-20,794,67.8
"194","BushJr",2003-03-23,71,25,4,51.3475177304965,15.8733805756134,2001-01-20,792,65.2
"195","BushJr",2003-03-15,58,38,4,51.3475177304965,15.8733805756134,2001-01-20,784,62.4
"196","BushJr",2003-03-05,57,37,6,51.3475177304965,15.8733805756134,2001-01-20,774,60.2
"197","BushJr",2003-02-26,57,37,6,51.3475177304965,15.8733805756134,2001-01-20,767,58.2
"198","BushJr",2003-02-19,58,37,5,51.3475177304965,15.8733805756134,2001-01-20,760,58.4
"199","BushJr",2003-02-09,61,34,5,51.3475177304965,15.8733805756134,2001-01-20,750,59.2
"200","BushJr",2003-02-06,59,35,6,51.3475177304965,15.8733805756134,2001-01-20,747,59.8
"201","BushJr",2003-02-02,61,35,4,51.3475177304965,15.8733805756134,2001-01-20,743,59.8
"202","BushJr",2003-01-25,60,36,4,51.3475177304965,15.8733805756134,2001-01-20,735,59.8
"203","BushJr",2003-01-22,58,36,6,51.3475177304965,15.8733805756134,2001-01-20,732,59.6
"204","BushJr",2003-01-16,61,34,5,51.3475177304965,15.8733805756134,2001-01-20,726,60
"205","BushJr",2003-01-12,58,37,5,51.3475177304965,15.8733805756134,2001-01-20,722,60.2
"206","BushJr",2003-01-05,63,32,5,51.3475177304965,15.8733805756134,2001-01-20,715,61.2
"207","BushJr",2002-12-22,61,32,7,51.3475177304965,15.8733805756134,2001-01-20,701,61.6
"208","BushJr",2002-12-17,63,33,4,51.3475177304965,15.8733805756134,2001-01-20,696,62.8
"209","BushJr",2002-12-10,63,32,5,51.3475177304965,15.8733805756134,2001-01-20,689,63.2
"210","BushJr",2002-12-08,64,29,7,51.3475177304965,15.8733805756134,2001-01-20,687,64.2
"211","BushJr",2002-11-24,65,28,7,51.3475177304965,15.8733805756134,2001-01-20,673,65.2
"212","BushJr",2002-11-14,66,26,8,51.3475177304965,15.8733805756134,2001-01-20,663,65.2
"213","BushJr",2002-11-10,68,27,5,51.3475177304965,15.8733805756134,2001-01-20,659,65.8
"214","BushJr",2002-11-03,63,29,8,51.3475177304965,15.8733805756134,2001-01-20,652,65.2
"215","BushJr",2002-10-22,67,28,5,51.3475177304965,15.8733805756134,2001-01-20,640,65.4
"216","BushJr",2002-10-17,62,31,7,51.3475177304965,15.8733805756134,2001-01-20,635,65.4
"217","BushJr",2002-10-06,67,28,5,51.3475177304965,15.8733805756134,2001-01-20,624,66
"218","BushJr",2002-09-26,68,26,6,51.3475177304965,15.8733805756134,2001-01-20,614,66.6
"219","BushJr",2002-09-22,66,30,4,51.3475177304965,15.8733805756134,2001-01-20,610,67.4
"220","BushJr",2002-09-16,70,26,4,51.3475177304965,15.8733805756134,2001-01-20,604,67.2
"221","BushJr",2002-09-08,66,30,4,51.3475177304965,15.8733805756134,2001-01-20,596,66.6
"222","BushJr",2002-09-04,66,29,5,51.3475177304965,15.8733805756134,2001-01-20,592,67
"223","BushJr",2002-08-21,65,28,7,51.3475177304965,15.8733805756134,2001-01-20,578,67.2
"224","BushJr",2002-08-08,68,26,6,51.3475177304965,15.8733805756134,2001-01-20,565,67.8
"225","BushJr",2002-07-31,71,23,6,51.3475177304965,15.8733805756134,2001-01-20,557,68.4
"226","BushJr",2002-07-28,69,26,5,51.3475177304965,15.8733805756134,2001-01-20,554,70
"227","BushJr",2002-07-24,69,24,7,51.3475177304965,15.8733805756134,2001-01-20,550,71.6
"228","BushJr",2002-07-11,73,21,6,51.3475177304965,15.8733805756134,2001-01-20,537,72.6
"229","BushJr",2002-07-08,76,18,6,51.3475177304965,15.8733805756134,2001-01-20,534,73.4
"230","BushJr",2002-06-30,76,19,5,51.3475177304965,15.8733805756134,2001-01-20,526,74.4
"231","BushJr",2002-06-23,73,21,6,51.3475177304965,15.8733805756134,2001-01-20,519,74.6
"232","BushJr",2002-06-19,74,20,6,51.3475177304965,15.8733805756134,2001-01-20,515,73.4
"233","BushJr",2002-06-08,74,18,8,51.3475177304965,15.8733805756134,2001-01-20,504,73.6
"234","BushJr",2002-06-06,70,23,7,51.3475177304965,15.8733805756134,2001-01-20,502,74.2
"235","BushJr",2002-05-29,77,17,6,51.3475177304965,15.8733805756134,2001-01-20,494,74.6
"236","BushJr",2002-05-22,76,17,7,51.3475177304965,15.8733805756134,2001-01-20,487,75.2
"237","BushJr",2002-05-09,76,19,5,51.3475177304965,15.8733805756134,2001-01-20,474,76.6
"238","BushJr",2002-05-01,77,20,3,51.3475177304965,15.8733805756134,2001-01-20,466,76.2
"239","BushJr",2002-04-24,77,17,6,51.3475177304965,15.8733805756134,2001-01-20,459,76.2
"240","BushJr",2002-04-11,75,20,5,51.3475177304965,15.8733805756134,2001-01-20,446,76.8
"241","BushJr",2002-04-07,76,19,5,51.3475177304965,15.8733805756134,2001-01-20,442,77.2
"242","BushJr",2002-03-24,79,17,4,51.3475177304965,15.8733805756134,2001-01-20,428,77.8
"243","BushJr",2002-03-20,79,16,5,51.3475177304965,15.8733805756134,2001-01-20,424,78.2
"244","BushJr",2002-03-09,80,14,6,51.3475177304965,15.8733805756134,2001-01-20,413,79.2
"245","BushJr",2002-03-07,77,18,5,51.3475177304965,15.8733805756134,2001-01-20,411,79.8
"246","BushJr",2002-03-03,81,14,5,51.3475177304965,15.8733805756134,2001-01-20,407,80.4
"247","BushJr",2002-02-10,82,14,4,51.3475177304965,15.8733805756134,2001-01-20,386,81.2
"248","BushJr",2002-02-06,82,14,4,51.3475177304965,15.8733805756134,2001-01-20,382,82.4
"249","BushJr",2002-01-27,84,13,3,51.3475177304965,15.8733805756134,2001-01-20,372,83
"250","BushJr",2002-01-14,83,13,4,51.3475177304965,15.8733805756134,2001-01-20,359,83.8
"251","BushJr",2002-01-09,84,12,4,51.3475177304965,15.8733805756134,2001-01-20,354,84.6
"252","BushJr",2001-12-16,86,11,3,51.3475177304965,15.8733805756134,2001-01-20,330,85.2
"253","BushJr",2001-12-09,86,10,4,51.3475177304965,15.8733805756134,2001-01-20,323,86
"254","BushJr",2001-11-27,87,8,5,51.3475177304965,15.8733805756134,2001-01-20,311,86.6
"255","BushJr",2001-11-11,87,9,4,51.3475177304965,15.8733805756134,2001-01-20,295,87
"256","BushJr",2001-11-04,87,9,4,51.3475177304965,15.8733805756134,2001-01-20,288,87.6
"257","BushJr",2001-10-21,88,9,3,51.3475177304965,15.8733805756134,2001-01-20,274,87.6
"258","BushJr",2001-10-14,89,8,3,51.3475177304965,15.8733805756134,2001-01-20,267,88.2
"259","BushJr",2001-10-06,87,10,3,51.3475177304965,15.8733805756134,2001-01-20,259,88
"260","BushJr",2001-09-22,90,6,4,51.3475177304965,15.8733805756134,2001-01-20,245,80.6
"261","BushJr",2001-09-15,86,10,4,51.3475177304965,15.8733805756134,2001-01-20,238,73.8
"262","BushJr",2001-09-10,51,39,10,51.3475177304965,15.8733805756134,2001-01-20,233,67.8
"263","BushJr",2001-08-26,55,36,9,51.3475177304965,15.8733805756134,2001-01-20,218,61.2
"264","BushJr",2001-08-19,57,34,9,51.3475177304965,15.8733805756134,2001-01-20,211,55
"265","BushJr",2001-08-12,57,35,8,51.3475177304965,15.8733805756134,2001-01-20,204,56
"266","BushJr",2001-08-05,55,35,10,51.3475177304965,15.8733805756134,2001-01-20,197,56.4
"267","BushJr",2001-07-22,56,33,11,51.3475177304965,15.8733805756134,2001-01-20,183,55.4
"268","BushJr",2001-07-11,57,35,8,51.3475177304965,15.8733805756134,2001-01-20,172,55
"269","BushJr",2001-07-01,52,34,14,51.3475177304965,15.8733805756134,2001-01-20,162,55
"270","BushJr",2001-06-17,55,33,12,51.3475177304965,15.8733805756134,2001-01-20,148,55
"271","BushJr",2001-06-10,55,35,10,51.3475177304965,15.8733805756134,2001-01-20,141,54.8
"272","BushJr",2001-05-20,56,36,8,51.3475177304965,15.8733805756134,2001-01-20,120,55
"273","BushJr",2001-05-14,56,31,13,51.3475177304965,15.8733805756134,2001-01-20,114,56.4
"274","BushJr",2001-05-09,53,33,14,51.3475177304965,15.8733805756134,2001-01-20,109,57.2
"275","BushJr",2001-04-22,62,29,9,51.3475177304965,15.8733805756134,2001-01-20,92,56.6
"276","BushJr",2001-04-08,59,30,11,51.3475177304965,15.8733805756134,2001-01-20,78,57
"277","BushJr",2001-03-28,53,29,18,51.3475177304965,15.8733805756134,2001-01-20,67,59
